"Table 2. Gene expression data: 48 SLE, 42 Control"																																																																																																																																																																																												
			"Ctrl 1"		"Ctrl 2"		"Ctrl 3"		"Ctrl 4"		"Ctrl 5"		"Ctrl 6"		"Ctrl 7"		"Ctrl 8"		"Ctrl 9"		"Ctrl 10"		"Ctrl 11"		"Ctrl 12"		"Ctrl 13"		"Ctrl 14"		"Ctrl 15"		"Ctrl 16"		"Ctrl 17"		"Ctrl 18"		"Ctrl 19"		"Ctrl 20"		"Ctrl 21"		"Ctrl 22"		"Ctrl 23"		"Ctrl 24"		"Ctrl 25"		"Ctrl 26"		"Ctrl 27"		"Ctrl 28"		"Ctrl 29"		"Ctrl 30"		"Ctrl 31"		"Ctrl 32"		"Ctrl 33"		"Ctrl 34"		"Ctrl 35"		"Ctrl 36"		"Ctrl 37"		"Ctrl 38"		"Ctrl 39"		"Ctrl 40"		"Ctrl 41"		"Ctrl 42"		"SLE 1"		"SLE 2"		"SLE 3"		"SLE 4"		"SLE 5"		"SLE 6"		"SLE 7"		"SLE 8"		"SLE 9"		"SLE 10"		"SLE 11"		"SLE 12"		"SLE 13"		"SLE 14"		"SLE 15"		"SLE 16"		"SLE 17"		"SLE 18"		"SLE 19"		"SLE 20"		"SLE 21"		"SLE 22"		"SLE 23"		"SLE 24"		"SLE 25"		"SLE 26"		"SLE 27"		"SLE 28"		"SLE 29"		"SLE 30"		"SLE 31"		"SLE 32"		"SLE 33"		"SLE 34"		"SLE 35"		"SLE 36"		"SLE 37"		"SLE 38"		"SLE 39"		"SLE 40"		"SLE 41"		"SLE 42"		"SLE 43"		"SLE 44"		"SLE 45"		"SLE 46"		"SLE 47"		"SLE 48"							
"36264_at"	"S75168"	"Megakaryocyte-associated tyrosine kinase"	1218.1	"A"	1837.4	"P"	2482.1	"P"	2586.7	"P"	2744.6	"P"	2469.6	"P"	2278.3	"P"	875	"P"	2548.4	"P"	4263.5	"P"	1325.2	"P"	2003.6	"P"	1433.9	"P"	1336.9	"P"	2318.6	"P"	1373.3	"P"	439.1	"A"	3862.1	"P"	4106.6	"P"	1874.2	"P"	1598.9	"P"	840.5	"P"	1225.9	"P"	2996.2	"P"	2181.4	"P"	1464.8	"P"	2995.4	"P"	2090.3	"P"	3144.9	"P"	1741.5	"P"	2305.1	"P"	3382.2	"P"	2252.3	"P"	2072.3	"P"	1687.7	"P"	3000.6	"P"	4112.6	"P"	2360.2	"P"	3307.4	"P"	2233.1	"P"	2765.1	"P"	1884.8	"P"	1222.7	"P"	823	"P"	547.6	"A"	3687	"P"	1973	"P"	2356.3	"P"	1312.8	"P"	2498.9	"P"	3384.4	"P"	1092.5	"P"	222.9	"A"	1303.3	"P"	1837.4	"P"	1452.7	"P"	404.8	"A"	1698.6	"P"	847.4	"P"	1378.2	"P"	-1548.2	"A"	367.3	"M"	2266.4	"A"	1229.7	"P"	1187	"P"	895.8	"P"	-16.1	"A"	1409.7	"P"	957.6	"A"	-927.7	"A"	658.7	"P"	1443.3	"P"	1500.3	"P"	3656.1	"P"	1843.2	"P"	162.8	"P"	262	"A"	2056.5	"P"	900.4	"P"	443.3	"P"	272.2	"A"	871.6	"P"	258.8	"P"	335.6	"A"	1193.1	"P"	255	"P"	1128.5	"P"	442.9	"A"	2002.3	"P"	1442.8	"P"	2226	1085	0.49	3.55668316735989E-007		
"36473_at"	"AB023220"	"Ubiquitin specific protease 20"	1848.3	"P"	3196.9	"P"	2009.5	"P"	2390.5	"P"	2841.4	"P"	2849.6	"P"	2737.5	"P"	2564.5	"P"	2284	"P"	2870.2	"P"	486.6	"P"	776	"P"	603.8	"P"	901.5	"P"	1363.6	"P"	1195.2	"P"	2135	"P"	780.1	"P"	1925.7	"P"	1002	"P"	1031.8	"P"	1220.4	"P"	2085.2	"P"	2826.9	"P"	1843.8	"P"	1496.4	"P"	1526.5	"P"	1344.9	"P"	2194.3	"P"	1764.6	"P"	3500	"P"	2040.1	"P"	2603.9	"P"	2335	"P"	2645.1	"P"	2646.3	"P"	2140.6	"P"	2107.4	"P"	1654.9	"P"	2013	"P"	2360.3	"P"	1006	"P"	1331.2	"P"	701	"P"	1552.2	"P"	2798.3	"P"	2159.1	"P"	1596.1	"P"	920.8	"P"	2514.9	"P"	1317.6	"P"	1349.4	"P"	1129.1	"P"	1535.4	"A"	709.3	"P"	1365.5	"P"	1129.1	"P"	1421.9	"P"	674.6	"P"	157.6	"P"	1857.6	"P"	23.8	"P"	1110	"P"	1339.4	"P"	893.4	"P"	1112	"P"	2007.5	"P"	1772.4	"P"	609.2	"P"	-33.5	"P"	1358	"P"	213.2	"P"	1035.8	"P"	3274.3	"P"	2764.3	"P"	1295.7	"P"	2560.8	"P"	1645.6	"P"	907.1	"P"	982.4	"P"	590.8	"P"	1601.5	"P"	536.6	"P"	653	"P"	1043.4	"P"	311.6	"P"	1152.6	"P"	1349.3	"P"	2485.4	"P"	1156.5	"P"	1735	1142	0.66	7.36721883078375E-005		
"36501_at"	"S87759"	"Protein phosphatase 1A (formerly 2C), magnesium-dependent, alpha isoform"	874.1	"P"	1310.4	"P"	548.4	"A"	1177.1	"P"	1600.6	"P"	972.5	"P"	1416.9	"P"	511.8	"P"	1090.9	"P"	1015.2	"P"	1584.9	"P"	2056.1	"P"	1570.7	"P"	1392.6	"P"	2189	"P"	1248.7	"P"	2447.1	"P"	1249.5	"P"	776.1	"A"	780	"P"	2314.3	"P"	1641.2	"P"	1336.5	"P"	747.3	"P"	1233.1	"P"	1452.5	"P"	548.6	"P"	1194.5	"P"	1715.8	"P"	1305	"P"	1051.8	"P"	864.6	"P"	1161.5	"P"	683.6	"P"	501.1	"P"	1160.8	"P"	921.7	"P"	2115.5	"P"	907.5	"P"	1975.6	"P"	2352.2	"P"	1411.8	"P"	1293.6	"P"	366	"P"	621.3	"P"	1387	"P"	1056.6	"P"	1066.7	"P"	913.4	"P"	1230.8	"P"	1647.1	"P"	963.8	"P"	933.3	"P"	1706.4	"P"	1138.3	"P"	3870.6	"P"	1656.5	"P"	3119.7	"P"	1379.6	"P"	1419	"P"	469.5	"A"	4538.8	"P"	820.5	"P"	4055.7	"P"	1364	"P"	1732.4	"P"	1735.4	"P"	2149.9	"P"	1480.1	"P"	1501.4	"P"	1987.8	"P"	3907.2	"P"	5125	"P"	1022.7	"P"	1604.2	"P"	2252.4	"P"	4550.7	"P"	6002.4	"P"	1782.4	"P"	1809.7	"P"	3055.5	"P"	1703.1	"P"	5616.4	"P"	3339.8	"P"	5424.6	"P"	3212.3	"P"	1185.6	"P"	878.6	"A"	944.2	"P"	2099.5	"P"	1346	2200	1.63	0.0004018966		
"36518_at"	"U15555"	"Serine palmitoyltransferase, long chain base subunit 2"	553.5	"A"	743.6	"P"	-83.1	"M"	318.3	"M"	347.5	"P"	85.7	"A"	321.7	"A"	348.4	"P"	188.7	"M"	320.3	"A"	669.7	"P"	290.2	"A"	259.7	"A"	73.7	"A"	562.7	"P"	241.8	"A"	462.8	"P"	235.8	"A"	-354.7	"A"	416.6	"P"	486.9	"P"	160.4	"P"	275.1	"P"	-293.8	"A"	268.6	"A"	28.5	"A"	-405.4	"A"	75.8	"A"	351.4	"A"	68.2	"A"	73.7	"A"	-133.5	"A"	678.5	"A"	642.1	"P"	31.9	"A"	407.7	"A"	376.4	"A"	317.5	"P"	7.3	"A"	-131	"A"	-32.4	"A"	471.3	"P"	363	"P"	1102	"P"	1316.9	"P"	217.9	"M"	230.4	"A"	886.5	"P"	748.5	"P"	-216.6	"A"	509.5	"A"	338.7	"P"	851.5	"P"	511.8	"P"	232.7	"P"	335.2	"P"	403.2	"P"	700.6	"P"	235.4	"A"	322.3	"P"	-9.8	"A"	714.8	"P"	-408.6	"A"	1090.5	"P"	340.1	"P"	788.9	"P"	-225	"A"	522.5	"P"	310	"A"	607	"P"	808.3	"P"	-125.4	"A"	413.6	"P"	139.5	"A"	471.9	"A"	-47.1	"A"	-229.2	"A"	396.3	"P"	440.5	"P"	675.6	"P"	446.9	"P"	79.1	"A"	773.6	"P"	114	"P"	470.8	"P"	1039.7	"P"	330	"P"	139.3	"A"	277	"P"	549.9	"P"	154	374	2.43	0.0001732991		
"36575_at"	"S59049"	"Regulator of G-protein signalling 1"	1105.6	"P"	600.4	"P"	414.5	"P"	483.9	"P"	547.9	"P"	2171.7	"P"	541.1	"P"	328	"P"	481.5	"P"	445.2	"P"	436.6	"P"	451.9	"P"	825	"P"	740.1	"P"	900.5	"P"	967.2	"P"	951.1	"P"	897.4	"P"	970.4	"P"	504.8	"P"	1608.1	"P"	519.5	"P"	267.8	"A"	134	"A"	281.6	"A"	117	"A"	-9.1	"A"	237.4	"P"	257.7	"P"	463.3	"P"	281.9	"P"	265.7	"M"	345.7	"P"	886.7	"P"	281.7	"P"	382	"P"	424.7	"P"	293.8	"P"	225.2	"P"	533.3	"P"	392.3	"P"	463.6	"P"	2133.2	"P"	1020	"P"	383.8	"P"	416.3	"P"	287.6	"P"	906.7	"P"	370.6	"P"	807.2	"P"	359	"P"	828.2	"P"	140.6	"P"	602.8	"P"	156	"P"	1554.8	"P"	647.9	"P"	907.9	"P"	1845.8	"P"	621.2	"P"	768.3	"P"	1767.7	"P"	1407.2	"P"	2711.6	"P"	314.7	"A"	1863.3	"P"	727.1	"P"	474.9	"P"	1953.9	"P"	995.4	"P"	1066.3	"P"	3168.2	"P"	4655.9	"P"	371	"P"	1620.8	"P"	1247.6	"P"	827.7	"P"	2883.5	"P"	1863	"P"	2453.1	"P"	6802.2	"P"	3694.1	"P"	4637.5	"P"	9357.6	"P"	2299.6	"P"	1555.8	"P"	481.9	"P"	485.1	"A"	224.4	"A"	1176.1	"P"	487	1549	3.18	0.0002054888		
"36596_r_at"	"S68805"	"Glycine amidinotransferase (L-arginine:glycine amidinotransferase)"	580.8	"P"	-141.5	"A"	176.9	"A"	288.8	"P"	255.7	"P"	382.6	"P"	419.7	"P"	272.7	"A"	254.4	"P"	263.7	"P"	350.3	"P"	196.2	"P"	125.9	"A"	439.7	"P"	44.2	"A"	237.5	"P"	20.3	"A"	-16.8	"A"	-125.1	"A"	257.2	"P"	439.3	"P"	262.9	"P"	58	"A"	-9.6	"A"	124.3	"A"	116.1	"A"	77.8	"A"	353.3	"P"	57.2	"A"	448.2	"P"	280.6	"P"	406.5	"P"	271.2	"P"	49	"A"	236.4	"P"	326.9	"P"	102.7	"A"	498	"P"	182	"A"	687.8	"P"	224.2	"P"	379.3	"P"	491.5	"P"	197	"A"	22	"A"	277.7	"P"	374.5	"M"	291.5	"P"	261.3	"P"	452.1	"P"	138.7	"A"	73.6	"A"	111.2	"A"	59.6	"A"	305.3	"P"	118.5	"A"	119	"P"	-33.1	"A"	-39.7	"A"	50.2	"A"	58.4	"A"	-1.7	"A"	302	"A"	9.3	"A"	92.9	"A"	60.9	"A"	52.2	"A"	106.6	"A"	190.3	"P"	82.4	"A"	253.8	"P"	188.5	"A"	95.4	"P"	293.5	"A"	109	"A"	142.7	"A"	21.3	"A"	79.9	"A"	291	"P"	119.2	"P"	36.2	"A"	63.4	"A"	84.4	"P"	136.7	"A"	87	"P"	134.6	"P"	186.7	"A"	249.8	"A"	64.2	"A"	181.2	"P"	206	88	0.43	0.0004786015		
"36630_at"	"Z50781"	"Delta sleep inducing peptide, immunoreactor"	2438.4	"P"	3369.5	"P"	2287.9	"P"	1393.3	"P"	1850.2	"P"	4213	"P"	4165.3	"P"	5293.7	"P"	2361.3	"P"	5358.1	"P"	2597.4	"P"	3945.5	"P"	6962.3	"P"	2225.9	"P"	5775.3	"P"	5411.2	"P"	5793.3	"P"	6111.4	"P"	3000.2	"P"	4046.2	"P"	3884.9	"P"	2084.5	"P"	2168.4	"P"	497.4	"A"	3889.1	"P"	6168.4	"P"	7105.7	"P"	4504.8	"P"	4657.1	"P"	4407.6	"P"	3099.1	"P"	2455.8	"P"	2475.3	"P"	5678.4	"P"	2452	"P"	3364.6	"P"	5567.1	"P"	752	"P"	748	"P"	1321.5	"P"	2269.8	"P"	1360.9	"P"	2780	"P"	6087	"P"	3238	"P"	3439.9	"P"	3544.1	"P"	6432.5	"P"	5524.2	"P"	2874.2	"P"	4916.7	"P"	3949.6	"P"	2263.4	"P"	3527.3	"P"	4077.9	"P"	5988.4	"P"	1333.5	"P"	6341.8	"P"	4935	"P"	1596	"P"	2093.1	"A"	12953	"P"	5719.3	"P"	8459.2	"P"	3362.5	"P"	7843.8	"P"	3459.8	"P"	4302.9	"P"	2366.3	"P"	7757.2	"P"	2483	"P"	5514	"P"	15757.3	"P"	6152.6	"P"	7282.9	"P"	7128.7	"P"	7051.2	"P"	20259.5	"P"	8798.6	"P"	7059.9	"P"	2634	"P"	11750.5	"P"	12249	"P"	5056	"P"	4865.4	"P"	4279.6	"P"	6574.1	"P"	2672.1	"P"	7427.2	"P"	4649.1	"P"	3630	5899	1.63	0.0003652739		
"36766_at"	"X55988"	"Ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin)"	5243.1	"P"	9478.4	"P"	9786.2	"P"	7507.4	"P"	4121	"P"	4018.4	"P"	4062.3	"P"	12268	"P"	7030	"P"	5900.1	"P"	7000.8	"P"	6437.5	"P"	4278.7	"P"	4898.6	"P"	5273.6	"P"	5041.7	"P"	3461.6	"P"	5160.4	"P"	3837.6	"P"	6699.4	"P"	4847	"P"	4375.3	"P"	10114.3	"P"	10901.3	"P"	7093.8	"P"	5575.7	"P"	9565.7	"P"	6426.6	"P"	7045.5	"P"	3753.4	"P"	5511.8	"P"	3061.6	"P"	3847.9	"P"	5125.9	"P"	5402.5	"P"	6686.5	"P"	5910.4	"P"	5377.9	"P"	3724.2	"P"	2617.3	"P"	2075.5	"P"	7668.6	"P"	4383.5	"P"	14096	"P"	14508.6	"P"	3662.3	"P"	5645	"P"	7388.2	"P"	9522.3	"P"	4220.7	"P"	7803.4	"P"	18383.4	"P"	16564.7	"P"	11594.5	"P"	7487.4	"P"	7072.1	"P"	15721.4	"P"	41519.6	"P"	7843.8	"P"	13843	"P"	35381.2	"P"	11038.3	"P"	13075.3	"P"	5562.6	"P"	15443.6	"P"	5923.1	"P"	5784.5	"P"	11856.2	"P"	12928.3	"P"	13934.5	"P"	16109.4	"P"	8056.9	"P"	4079.7	"P"	8109.4	"P"	13677	"P"	2764.8	"P"	4056.4	"P"	2885.5	"P"	6890.5	"P"	6005.9	"P"	16779.3	"P"	1155	"P"	7802.2	"P"	6183.6	"P"	784.8	"P"	15479	"P"	15399.6	"P"	13102.6	"P"	4437.5	"P"	11346.9	"P"	5583	10119	1.81	0.0001805495		
"36777_at"	"AJ001687"	"DNA segment on chromosome 12 (unique) 2489 expressed sequence"	1204	"A"	1492.6	"P"	1807.5	"P"	1557.2	"P"	1836.1	"P"	1857.6	"P"	2635.7	"P"	1238.7	"P"	1380.1	"P"	2156.7	"P"	1130.3	"P"	2356.1	"P"	590.1	"P"	792.4	"P"	1451.4	"P"	720.6	"P"	818.2	"A"	3109.7	"P"	2369.7	"P"	3280.7	"P"	2515.9	"P"	1500.4	"P"	1458.9	"P"	2230.6	"P"	1264.9	"P"	2818.4	"P"	4962.5	"P"	2927.1	"P"	4068.7	"P"	3073.2	"P"	1481.1	"P"	2431.3	"P"	2211	"P"	683.6	"P"	1540.2	"P"	2027.3	"P"	3679.3	"P"	2111.9	"P"	2456.9	"P"	3268.4	"P"	3491	"P"	1867.9	"P"	1015.9	"P"	660	"P"	561	"A"	3155.4	"P"	1552.9	"P"	3258.2	"P"	1764.6	"P"	2079.8	"P"	2202.4	"P"	975.9	"P"	985.2	"P"	1096	"P"	1705.6	"P"	1407.2	"P"	987.1	"P"	1407.4	"P"	843.1	"P"	2103.8	"P"	693	"P"	666.2	"P"	2794.5	"P"	863.6	"P"	898.1	"P"	536.8	"P"	1485.3	"P"	1576.8	"P"	933.7	"P"	385.4	"A"	456.5	"P"	1098.5	"P"	987.5	"P"	2721.6	"P"	3394.6	"P"	528.7	"P"	751	"P"	919.3	"P"	1606.4	"P"	714.6	"P"	532.1	"A"	826.2	"P"	812.1	"P"	268.3	"A"	1639.8	"P"	640.9	"P"	2143.4	"P"	957.7	"A"	2370.7	"P"	1314.1	"P"	2182	1396	0.64	0.0006733797		
"36927_at"	"AB000115"	"Hypothetical protein, expressed in osteoblast"	2770.3	"P"	1700.1	"P"	1197.3	"P"	977.2	"P"	8482.7	"P"	1455.6	"P"	1049.4	"P"	717.6	"P"	1052.5	"P"	609.2	"P"	8889.5	"P"	4029.8	"P"	1342	"P"	782.1	"P"	3146.9	"P"	1077.8	"P"	313.7	"P"	822.1	"P"	1183.1	"P"	1296.8	"P"	2609.8	"P"	1150.5	"P"	1439.4	"P"	1497.7	"P"	5125.1	"P"	1653.7	"P"	2438.3	"P"	3087.1	"P"	1085.3	"P"	1056.5	"P"	1115.5	"P"	2924.5	"P"	802.1	"P"	604.8	"P"	1038.8	"P"	1101.5	"P"	1681.3	"P"	1337.2	"P"	913.6	"P"	1203.9	"P"	735.2	"P"	3755.4	"P"	1742.5	"P"	17333	"P"	20430.4	"P"	1475.4	"P"	7638	"P"	7996.1	"P"	1658.2	"P"	1684.2	"P"	1302.1	"P"	5878.1	"P"	1057.1	"P"	16933.5	"P"	1719.8	"P"	8656.5	"P"	21179.6	"P"	16269.3	"P"	652.6	"P"	9408.4	"P"	32895.8	"P"	10435.2	"P"	11357.7	"P"	678.4	"P"	6413.2	"P"	11136.7	"P"	6805.2	"P"	8779.2	"P"	18315.1	"P"	2204.6	"P"	5838.1	"P"	3481.8	"P"	1867.8	"P"	1326	"P"	22249.4	"P"	18385.2	"P"	977.2	"P"	821.7	"P"	7237.6	"P"	22732	"P"	34715.2	"P"	709.2	"P"	1114.3	"P"	8870.5	"P"	764.5	"P"	13057.1	"P"	904.5	"P"	805.1	"P"	654.1	"P"	974.5	"P"	1912	8246	4.31	9.08237755683424E-006		
"36960_at"	"U89278"	"Early development regulator 2 (homolog of polyhomeotic 2)"	1799.5	"P"	3436.8	"P"	1981.6	"P"	2121.1	"P"	1781.3	"P"	2368.7	"P"	2159.1	"P"	5145.9	"P"	1606.2	"P"	1989.3	"P"	1736.2	"P"	1862.7	"P"	2283.7	"P"	1619.6	"P"	3092	"P"	2238.4	"P"	2052.7	"P"	927.9	"P"	1914.9	"P"	1960.5	"P"	1413.1	"P"	1937.3	"P"	1696.7	"P"	1775.9	"P"	1516.7	"P"	1800.4	"P"	2312	"P"	2713.3	"P"	1334.2	"P"	2551	"P"	3302.2	"P"	2385	"P"	2980.9	"P"	6320	"P"	2910.4	"P"	2949.5	"P"	2153.8	"P"	2302.3	"P"	1550.8	"P"	1791.7	"P"	1235.6	"P"	1644.2	"P"	2038.9	"P"	5252	"P"	6518.1	"P"	1434.8	"P"	1854.1	"P"	8401.6	"P"	7353.6	"P"	1462.8	"P"	3964.6	"P"	3842.7	"P"	11263.9	"P"	2316.8	"P"	2144.1	"P"	3001.6	"P"	1405.3	"P"	5606.9	"P"	3491.5	"P"	1692.3	"P"	1695.3	"P"	9018.9	"P"	2041.1	"P"	4602.8	"P"	2707.1	"P"	3115.9	"P"	1054	"P"	1657.1	"P"	1604.9	"P"	5736.1	"P"	4329	"P"	2001	"P"	5413.8	"P"	2653.6	"P"	1482	"P"	6139.5	"P"	5162.8	"P"	1769.7	"P"	3836.4	"P"	5117	"P"	2699.2	"P"	4913.7	"P"	15440.8	"P"	4233.9	"P"	2856	"P"	2010.7	"P"	3422	"P"	2405.7	"P"	2857.9	"P"	2318.2	"P"	2194	3786	1.73	0.0002907084		
"37014_at"	"M33882"	"Myxovirus (influenza) resistance 1, homolog of murine (interferon-inducible protein p78)"	4369.9	"P"	3046.8	"P"	3620.7	"P"	2686	"P"	12543.3	"P"	1935.1	"P"	1782.7	"P"	1762.7	"P"	2543.6	"P"	3116.2	"P"	7039.4	"P"	5877.1	"P"	3135.1	"P"	1499.2	"P"	5294	"P"	3382.8	"P"	646.3	"P"	2010.1	"P"	2962.6	"P"	2208.1	"P"	2786.1	"P"	2184.4	"P"	3968.1	"P"	2749.9	"P"	6822.7	"P"	2959.9	"P"	5441.5	"P"	5374.9	"P"	2734.5	"P"	3308	"P"	4406.3	"P"	5059.1	"P"	1816.1	"P"	2955.2	"P"	3266.8	"P"	3296.3	"P"	2998.6	"P"	2613.8	"P"	3184.1	"P"	2333.5	"P"	2618.5	"P"	3421.4	"P"	3153.1	"P"	14340	"P"	16734.1	"P"	3238.5	"P"	12330.3	"P"	7523.9	"P"	2338.3	"P"	2749.2	"P"	2720.2	"P"	9786.9	"P"	1796.3	"P"	7783.5	"P"	2906.9	"P"	7070.5	"P"	29419.1	"P"	13113.5	"P"	850.8	"P"	13945.6	"P"	34833	"P"	11780.5	"P"	9726.8	"P"	327.9	"A"	14416	"P"	8578.4	"P"	7893.4	"P"	9849.1	"P"	17626.1	"P"	7261.9	"P"	11971.4	"P"	3170.5	"P"	255.9	"P"	4386.3	"P"	25537.9	"P"	21752.1	"P"	1340.2	"A"	1394.8	"P"	8744.4	"P"	16067.1	"P"	7188	"P"	1797.4	"P"	2677.1	"P"	2660.4	"P"	1412.4	"P"	12634	"P"	1723.8	"P"	2510.4	"P"	3497.4	"P"	2764.3	"P"	3446	8314	2.41	0.0001063189		
"37043_at"	"AL021154"	"E2F transcription factor 2"	1813	"P"	994.9	"M"	2568.5	"P"	2256.3	"P"	2799.4	"P"	2415.9	"P"	2837.8	"P"	1901.7	"P"	2452	"P"	2260.8	"P"	1945.3	"P"	1256.2	"A"	2526.4	"P"	2989.5	"P"	2729.5	"P"	2081.1	"P"	2828.3	"P"	1209.1	"M"	2928.6	"P"	1714.1	"A"	1202.6	"P"	2736.4	"P"	3681.9	"P"	3750.4	"P"	3496.3	"P"	2133.6	"P"	2342.2	"A"	3197.5	"P"	1880.5	"P"	3895.2	"P"	2792.7	"P"	4113.1	"P"	3044.9	"P"	1836.2	"A"	4660.2	"P"	1563.1	"A"	1143.8	"P"	1492.7	"P"	3422.6	"P"	3470.2	"P"	5417	"P"	3297.5	"P"	1353.3	"P"	756	"P"	1271.2	"P"	2197.8	"P"	1615.9	"P"	1018.8	"A"	1686.9	"P"	2958.7	"P"	1383.1	"P"	1311.9	"P"	870.1	"P"	1917.9	"P"	1264.9	"P"	2469.2	"P"	2405	"P"	1535.1	"A"	2014.2	"P"	1364.9	"P"	2448.1	"A"	965.3	"A"	1527.7	"A"	1716.9	"P"	650.4	"A"	1845.4	"A"	2508.6	"A"	1233.5	"P"	1320.8	"P"	1862.3	"A"	1204.5	"P"	2665.6	"P"	2756.7	"A"	967.1	"A"	888.1	"A"	2357.4	"A"	2600.1	"A"	3659.9	"P"	1255.5	"A"	1021.7	"A"	3592.6	"P"	2895.8	"P"	3815.5	"P"	3482.3	"P"	1615.4	"P"	999.3	"P"	1975	"P"	2408.6	"M"	3167.4	"P"	1677	"P"	2441	1375	0.56	0.0001042032		
"37211_at"	"M93107"	"3-hydroxybutyrate dehydrogenase (heart, mitochondrial)"	184	"A"	-132.6	"A"	396.7	"M"	472.1	"P"	672.4	"P"	308.2	"A"	298.3	"P"	545.2	"P"	888.4	"P"	637.6	"A"	10.9	"A"	245.4	"M"	247.4	"P"	60	"A"	110.9	"A"	191.7	"A"	136.2	"A"	328	"A"	319.2	"A"	342.9	"P"	417.6	"P"	236.6	"A"	267.2	"M"	442	"P"	678.7	"P"	420.7	"M"	827.4	"A"	294.8	"A"	528.2	"P"	331.7	"A"	415.4	"P"	507.6	"P"	328.1	"P"	480.8	"P"	352.7	"M"	343.3	"P"	414.2	"P"	447	"A"	372.1	"P"	268.5	"P"	348.3	"P"	249	"P"	507.7	"P"	265	"A"	212.7	"A"	825.7	"P"	344	"P"	176.6	"A"	204.4	"A"	440.3	"P"	331.9	"A"	442.4	"P"	252.3	"A"	156.4	"A"	240.2	"P"	36	"A"	374.2	"A"	332.5	"P"	105.5	"A"	163.5	"A"	133.4	"A"	93.6	"A"	140.8	"A"	73.3	"A"	37.3	"A"	99.5	"A"	186.9	"A"	399.8	"A"	147.8	"A"	98.1	"A"	-15.6	"A"	42.5	"A"	45	"A"	600	"P"	225.8	"A"	139.5	"A"	-105.2	"A"	168.6	"A"	335.8	"A"	112.6	"A"	18	"A"	25.6	"A"	-5.6	"A"	41.9	"A"	122.1	"A"	139.2	"M"	476.4	"P"	122.3	"A"	341	"P"	127.7	"A"	248	99	0.40	0.0002799313		
"37220_at"	"M63835"	"Fc fragment of IgG, high affinity Ia, receptor for (CD64)"	2739.9	"P"	5005.9	"P"	2642.5	"P"	2359.8	"P"	1314.7	"P"	2398.8	"P"	2027.4	"P"	3270.1	"P"	1881.5	"P"	1151	"P"	2547.6	"P"	1696.4	"P"	1150.3	"P"	2396.2	"P"	1847	"P"	1100.1	"P"	608.7	"P"	939.5	"P"	388.5	"P"	1306.2	"P"	1124.1	"P"	1899.6	"P"	2033.9	"P"	1204	"P"	1278.4	"P"	1587.6	"P"	734.5	"A"	3379.8	"P"	1672.9	"P"	2053.9	"P"	1622.4	"P"	1033.5	"P"	1336.7	"P"	1904.1	"P"	2492.4	"P"	1330.6	"P"	1842	"P"	1436.3	"P"	1395.2	"P"	1143.4	"P"	798.7	"P"	1832.1	"P"	2883.4	"P"	6308	"P"	8183	"P"	1587.4	"P"	3568.9	"P"	2484.1	"P"	3903.7	"P"	2092.2	"P"	2731.3	"P"	4538.8	"P"	6266.9	"P"	3143.4	"P"	1646.8	"P"	3360	"P"	4136	"P"	5775.7	"P"	3715.9	"P"	4153.7	"P"	7027.6	"P"	5591.4	"P"	3041.3	"P"	1127.6	"P"	2397.4	"P"	2085	"P"	1355.1	"P"	2347.7	"P"	3735.7	"P"	1526.1	"P"	4564.3	"P"	1606.9	"P"	526.1	"P"	1334.6	"P"	1136.5	"P"	2782.4	"P"	1091.1	"P"	933.4	"P"	2522.6	"P"	3963.9	"P"	1819.9	"P"	895.7	"P"	2375	"P"	970.3	"P"	1394.4	"P"	5116	"P"	1681.5	"P"	1568.8	"P"	2702	"P"	2298.8	"P"	1511	2592	1.71	2.48064807459223E-005		
"37271_at"	"L25444"	"TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80 kD"	930.6	"P"	1487.6	"P"	1679.6	"P"	1648.5	"P"	1902.3	"P"	1682.7	"P"	929.1	"P"	1737.8	"P"	1778.7	"P"	2181.6	"P"	1352.1	"P"	826.6	"P"	1068.2	"P"	693.1	"P"	455.2	"P"	1060.5	"P"	418.1	"P"	695.2	"P"	1763.5	"P"	922.8	"P"	502	"P"	750.5	"P"	1280.8	"P"	1300.3	"P"	1292.1	"P"	1491.8	"P"	588.4	"P"	549.5	"P"	1020.8	"P"	748.9	"P"	1871.8	"P"	1348	"P"	2309.5	"P"	1687.7	"P"	1208.5	"P"	1855.8	"P"	1009.3	"P"	1166	"P"	1498.9	"P"	821.8	"P"	718.8	"P"	1416.9	"P"	1229.9	"P"	1644	"P"	1118.8	"P"	1641.5	"P"	1659.8	"P"	1594.4	"P"	1192.1	"P"	937	"P"	1455.2	"P"	1421.4	"P"	1019.6	"P"	468.1	"P"	607.8	"P"	-95.7	"P"	1322.2	"P"	543.1	"P"	847.6	"P"	1521.5	"P"	-136	"A"	89	"A"	339.4	"P"	532.5	"P"	949.3	"P"	260.4	"P"	443.9	"P"	1268.6	"P"	851.8	"P"	400.5	"P"	1025.1	"P"	168.9	"P"	-199.8	"P"	1182.4	"P"	1089.7	"P"	168	"P"	-637.6	"A"	144.2	"A"	604.8	"P"	743.2	"P"	-67.4	"P"	293.5	"P"	12.6	"P"	249.2	"A"	513.3	"P"	584.9	"P"	856.1	"P"	622.3	"A"	1325.2	"P"	974.4	"P"	1115	635	0.57	1.20316931045374E-006		
